06/29/2018,4D,AGG. ASSAULT,I,HANDS,433.0,NORTHEASTERN,Armistead Gardens,-76.55028,39.305820000000004,ROW/TOWNHO,1.0
06/29/2018,4C,AGG. ASSAULT,I,OTHER,313.0,EASTERN,Gay Street,-76.59538,39.30317,APT/CONDO,1.0
06/29/2018,4B,AGG. ASSAULT,O,KNIFE,415.0,NORTHEASTERN,Loch Raven,-76.58856,39.35952,STREET,1.0
06/29/2018,4D,AGG. ASSAULT,O,HANDS,842.0,WESTERN,Penrose/Fayette Street Ou,-76.65679,39.29329,PARKING LO,1.0
06/28/2018,4D,AGG. ASSAULT,I,HANDS,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.57347,39.29486,ROW/TOWNHO,1.0
06/28/2018,4A,AGG. ASSAULT,I,FIREARM,542.0,NORTHERN,Pen Lucy,-76.60646,39.33809,ROW/TOWNHO,1.0
06/28/2018,3AF,ROBBERY - STREET,O,FIREARM,332.0,EASTERN,Berea,-76.58131,39.30588,STREET,1.0
06/28/2018,4C,AGG. ASSAULT,O,OTHER,523.0,NORTHERN,Mid-Govans,-76.60398,39.35902,STREET,1.0
06/28/2018,4C,AGG. ASSAULT,O,OTHER,111.0,CENTRAL,Downtown,-76.62105,39.291470000000004,STREET,1.0
06/28/2018,4C,AGG. ASSAULT,O,OTHER,111.0,CENTRAL,Downtown,-76.62105,39.291470000000004,STREET,1.0
06/28/2018,4C,AGG. ASSAULT,I,OTHER,512.0,NORTHERN,Charles Village,-76.61584,39.3271,OTHER - IN,1.0
06/28/2018,4D,AGG. ASSAULT,I,HANDS,633.0,NORTHWESTERN,Arlington,-76.68318000000001,39.34851,ROW/TOWNHO,1.0
06/28/2018,4B,AGG. ASSAULT,I,KNIFE,941.0,CENTRAL,Ridgely's Delight,-76.62597,39.28609,HOSP/NURS.,1.0
06/28/2018,4B,AGG. ASSAULT,I,KNIFE,941.0,CENTRAL,Ridgely's Delight,-76.62597,39.28609,HOSP/NURS.,1.0
06/28/2018,4C,AGG. ASSAULT,I,OTHER,513.0,NORTHERN,Better Waverly,-76.60219000000001,39.32478,APT/CONDO,1.0
06/28/2018,4B,AGG. ASSAULT,I,KNIFE,813.0,SOUTHWESTERN,Northwest Community Actio,-76.66684000000001,39.3052,ROW/TOWNHO,1.0
06/28/2018,4A,AGG. ASSAULT,O,FIREARM,342.0,EASTERN,East Baltimore Midway,-76.5994,39.31512,STREET,1.0
06/28/2018,4B,AGG. ASSAULT,O,KNIFE,531.0,NORTHERN,Hampden,-76.64106,39.33201,STREET,1.0
06/28/2018,4D,AGG. ASSAULT,I,HANDS,232.0,SOUTHEASTERN,Canton,-76.5749,39.283770000000004,ROW/TOWNHO,1.0
06/28/2018,3AJF,ROBBERY - CARJACKING,O,FIREARM,122.0,CENTRAL,Poppleton,-76.62945,39.29063,STREET,1.0
06/28/2018,3AK,ROBBERY - STREET,O,KNIFE,231.0,SOUTHEASTERN,Highlandtown,-76.57004,39.287079999999996,STREET,1.0
06/27/2018,4B,AGG. ASSAULT,O,KNIFE,823.0,SOUTHWESTERN,West Hills,-76.70666,39.297709999999995,PARKING LO,1.0
06/27/2018,3AF,ROBBERY - STREET,O,FIREARM,923.0,SOUTHERN,Lakeland,-76.64732,39.25314,STREET,1.0
06/27/2018,4C,AGG. ASSAULT,O,OTHER,932.0,SOUTHERN,Washington Village/Pigtow,-76.62810999999999,39.2825,STREET,1.0
06/27/2018,3AF,ROBBERY - STREET,O,FIREARM,935.0,SOUTHERN,Carroll Park,-76.63863,39.28099,STREET,1.0
